Stimulus	KeyPress	RT	Behavior	Image	StimType
157	2	125	Miss-Hit-S	68	Targ
114	2	130	CR-Hit-V	526	Lure
85	1	62	Hit-FA-S	444	Targ
66	2	118	Miss-Hit-S	391	Targ
87	1	44	Hit-FA-V	450	Targ
12	1	117	Hit-Hit-V	11	Targ
182	2	181	CR-Hit-S	833	Lure
22	1	158	Hit-Hit-V	20	Targ
167	2	94	CR-FA-V	732	Lure
152	2	26	CR-Hit-S	663	Lure
101	1	89	FA-Hit-V	490	Lure
139	1	66	FA-FA-V	591	Lure
196	2	50	CR-FA-V	856	Lure
142	1	46	Hit-Hit-V	59	Targ
111	1	48	Hit-Hit-S	51	Targ
133	1	17	FA-FA-V	571	Lure
172	2	68	CR-Hit-V	782	Lure
18	1	2	Hit-Hit-V	15	Targ
169	2	23	CR-Hit-V	757	Lure
59	1	55	Hit-Hit-V	380	Targ
189	2	65	CR-FA-V	844	Lure
63	1	6	Hit-Hit-V	388	Targ
178	2	33	Miss-Hit-S	81	Targ
71	1	7	Hit-Hit-V	408	Targ
21	2	21	Miss-Hit-S	17	Targ
154	2	102	CR-FA-S	681	Lure
76	1	59	Hit-Hit-S	41	Targ
102	2	38	CR-Hit-V	494	Lure
104	1	37	FA-FA-S	499	Lure
175	2	4	CR-Hit-V	810	Lure
62	2	51	Miss-Hit-S	387	Targ
70	1	28	Hit-Hit-V	406	Targ
56	1	154	Hit-Hit-S	373	Targ
186	2	18	CR-Hit-V	838	Lure
161	1	82	Hit-Hit-V	70	Targ
60	1	3	Hit-Hit-V	381	Targ
168	2	171	CR-Hit-V	753	Lure
53	2	52	Miss-Hit-S	364	Targ
38	1	177	Hit-FA-V	324	Targ
151	2	77	CR-FA-S	661	Lure
119	1	173	Hit-Hit-V	53	Targ
115	1	166	FA-FA-S	527	Lure
99	2	42	CR-Hit-V	482	Lure
15	1	176	Hit-NR-NR	123	Targ
55	1	20	Hit-Hit-S	369	Targ
44	2	105	Miss-Hit-S	339	Targ
184	2	54	CR-FA-S	835	Lure
181	1	9	FA-Hit-V	830	Lure
148	1	172	FA-Hit-V	632	Lure
52	2	163	Miss-Hit-V	363	Targ
108	2	165	CR-Hit-S	510	Lure
35	1	152	Hit-Hit-V	317	Targ
107	1	110	FA-FA-V	502	Lure
27	2	15	Miss-Hit-V	24	Targ
147	1	49	FA-FA-S	620	Lure
141	1	115	FA-Hit-S	596	Lure
86	1	74	Hit-Hit-V	448	Targ
77	1	70	Hit-Hit-S	422	Targ
8	1	88	Hit-Hit-V	111	Targ
14	1	96	FA-Hit-V	1227	Lure
41	2	36	Miss-FA-S	332	Targ
116	12	123	CR-FA-V	530	Lure
113	2	72	CR-FA-S	521	Lure
92	1	138	Hit-Hit-S	458	Targ
188	2	85	CR-Hit-S	843	Lure
98	2	129	CR-Hit-V	481	Lure
190	2	14	CR-FA-S	845	Lure
117	1	147	FA-FA-V	535	Lure
24	1	61	Hit-Hit-S	232	Targ
103	2	100	CR-Hit-V	496	Lure
164	2	131	CR-Hit-V	722	Lure
83	1	12	Hit-Hit-V	441	Targ
29	1	168	Hit-Hit-V	293	Targ
43	1	69	Hit-Hit-V	336	Targ
192	2	170	CR-Hit-V	849	Lure
79	1	92	Hit-Hit-V	42	Targ
109	1	43	FA-Hit-S	514	Lure
67	1	45	Hit-Hit-V	393	Targ
97	1	134	FA-Hit-V	475	Lure
74	1	101	Hit-Hit-V	417	Targ
72	1	150	Hit-Hit-V	412	Targ
90	1	122	Hit-Hit-V	454	Targ
3	2	63	CR-Hit-S	1019	Lure
153	1	95	FA-FA-S	679	Lure
