Stimulus	KeyPress	RT	Behavior	Conf	Image	VerySome
551b.jpg	4	3701	Hit	1	551	V
412a.jpg	1	2435	Hit	1	412	V
514a.jpg	3	3336	FA	3	514	S
520a.jpg	4	3205	FA	4	520	V
1088b.jpg	3	2531	Hit	2	1088	S
22b.jpg	4	3483	Hit	1	22	V
439a.jpg	2	2712	Hit	2	439	S
854b.jpg	NR	2753	NR	NR	854	NR
315a.jpg	4	4032	FA	4	315	V
373b.jpg	4	2861	Hit	1	373	V
112a.jpg	1	1679	Hit	1	112	V
17b.jpg	4	1598	Hit	1	17	V
123a.jpg	3	3202	FA	3	123	S
474a.jpg	1	2309	Hit	1	474	V
53b.jpg	3	2340	Hit	2	53	S
63b.jpg	3	3169	Hit	2	63	S
464a.jpg	1	1686	Hit	1	464	V
845b.jpg	2	3155	FA	3	845	S
1019b.jpg	2	2973	FA	3	1019	S
616b.jpg	2	2520	FA	3	616	S
1056b.jpg	4	1373	Hit	1	1056	V
35b.jpg	3	2246	Hit	2	35	S
319a.jpg	1	2039	Hit	1	319	V
388b.jpg	2	2122	FA	3	388	S
1148b.jpg	3	2117	Hit	2	1148	S
592b.jpg	1	1486	FA	4	592	V
441a.jpg	1	2514	Hit	1	441	V
375b.jpg	4	1520	Hit	1	375	V
340b.jpg	4	1953	Hit	1	340	V
867b.jpg	4	2554	Hit	1	867	V
546b.jpg	2	2617	FA	3	546	S
860b.jpg	4	1991	Hit	1	860	V
352b.jpg	3	3616	Hit	2	352	S
32b.jpg	3	3183	Hit	2	32	S
443a.jpg	1	2744	Hit	1	443	V
453a.jpg	1	1982	Hit	1	453	V
324a.jpg	1	1451	Hit	1	324	V
540a.jpg	3	1815	FA	3	540	S
297a.jpg	2	2909	Hit	2	297	S
427a.jpg	1	3001	Hit	1	427	V
20b.jpg	4	1194	Hit	1	20	V
51b.jpg	2	2358	FA	3	51	S
117a.jpg	4	1772	FA	4	117	V
378b.jpg	4	1424	Hit	1	378	V
713a.jpg	4	1684	FA	4	713	V
844b.jpg	1	2359	FA	4	844	V
488a.jpg	3	1858	FA	3	488	S
834b.jpg	1	2481	FA	4	834	V
306a.jpg	1	1335	Hit	1	306	V
732a.jpg	2	2764	Hit	2	732	S
339b.jpg	2	1827	FA	3	339	S
814a.jpg	4	1700	FA	4	814	V
851b.jpg	2	2256	FA	3	851	S
61b.jpg	3	3151	Hit	2	61	S
679b.jpg	4	1596	Hit	1	679	V
526a.jpg	4	2138	FA	4	526	V
41b.jpg	3	1839	Hit	2	41	S
535a.jpg	2	2544	Hit	2	535	S
83a.jpg	3	3015	FA	3	83	S
363b.jpg	4	2329	Hit	1	363	V
847b.jpg	4	2788	Hit	1	847	V
1000b.jpg	3	2838	Hit	2	1000	S
144a.jpg	3	1732	FA	3	144	S
579b.jpg	1	1766	FA	4	579	V
59b.jpg	2	2486	FA	3	59	S
401a.jpg	1	1686	Hit	1	401	V
54b.jpg	4	1653	Hit	1	54	V
518a.jpg	2	2391	Hit	2	518	S
548b.jpg	3	2564	Hit	2	548	S
786a.jpg	4	1764	FA	4	786	V
764a.jpg	1	2284	Hit	1	764	V
849b.jpg	2	2757	FA	3	849	S
696a.jpg	3	3741	FA	3	696	S
248a.jpg	3	3664	FA	3	248	S
499a.jpg	1	1778	Hit	1	499	V
9b.jpg	2	2558	FA	3	9	S
496a.jpg	3	1895	FA	3	496	S
454a.jpg	2	2252	Hit	2	454	S
861b.jpg	1	3221	FA	4	861	V
810a.jpg	2	2477	Hit	2	810	S
549b.jpg	2	2462	FA	3	549	S
29b.jpg	3	1917	Hit	2	29	S
692a.jpg	1	1282	Hit	1	692	V
417a.jpg	1	1353	Hit	1	417	V
364b.jpg	4	2764	Hit	1	364	V
824a.jpg	1	2017	Hit	1	824	V
681a.jpg	3	3715	FA	3	681	S
843b.jpg	4	1304	Hit	1	843	V
582b.jpg	1	1921	FA	4	582	V
544a.jpg	2	3510	Hit	2	544	S
550b.jpg	2	3121	FA	3	550	S
349b.jpg	3	2179	Hit	2	349	S
571b.jpg	4	1362	Hit	1	571	V
588b.jpg	4	1176	Hit	1	588	V
596b.jpg	4	1910	Hit	1	596	V
452a.jpg	2	2249	Hit	2	452	S
757a.jpg	2	3126	Hit	2	757	S
838b.jpg	4	1262	Hit	1	838	V
469a.jpg	3	1392	FA	3	469	S
521a.jpg	2	1472	Hit	2	521	S
684a.jpg	1	2197	Hit	1	684	V
482a.jpg	1	2840	Hit	1	482	V
431a.jpg	2	2574	Hit	2	431	S
833b.jpg	4	1086	Hit	1	833	V
111a.jpg	1	1323	Hit	1	111	V
317a.jpg	3	2205	FA	3	317	S
1227b.jpg	2	2173	FA	3	1227	S
827a.jpg	1	1742	Hit	1	827	V
331a.jpg	2	2099	Hit	2	331	S
563b.jpg	3	2749	Hit	2	563	S
166a.jpg	1	1988	Hit	1	166	V
545a.jpg	1	1734	Hit	1	545	V
700a.jpg	3	1578	FA	3	700	S
408a.jpg	1	2287	Hit	1	408	V
232a.jpg	2	2241	Hit	2	232	S
366b.jpg	3	2402	Hit	2	366	S
81a.jpg	1	3413	Hit	1	81	V
576b.jpg	4	2067	Hit	1	576	V
797a.jpg	1	1754	Hit	1	797	V
448a.jpg	2	2554	Hit	2	448	S
387b.jpg	3	2542	Hit	2	387	S
391b.jpg	4	1743	Hit	1	391	V
775a.jpg	3	3319	FA	3	775	S
292a.jpg	2	2549	Hit	2	292	S
293a.jpg	4	1736	FA	4	293	V
475a.jpg	2	2589	Hit	2	475	S
177a.jpg	1	1252	Hit	1	177	V
457a.jpg	3	2471	FA	3	457	S
42b.jpg	4	2076	Hit	1	42	V
393b.jpg	1	1672	FA	4	393	V
418a.jpg	2	3058	Hit	2	418	S
386b.jpg	4	1545	Hit	1	386	V
856b.jpg	3	2302	Hit	2	856	S
110a.jpg	2	2687	Hit	2	110	S
663b.jpg	1	1321	FA	4	663	V
812a.jpg	1	1208	Hit	1	812	V
