Stimulus	KeyPress	RT	Behavior	Image	StimType
181	2	113	CR-Hit-S	830	Lure
133	1	100	FA-Hit-S	571	Lure
192	1	83	FA-Hit-V	849	Lure
87	1	76	Hit-FA-S	450	Targ
196	2	111	CR-FA-V	856	Lure
104	2	108	CR-FA-V	499	Lure
116	1	101	FA-FA-S	530	Lure
161	1	78	Hit-Hit-S	70	Targ
186	2	69	CR-FA-V	838	Lure
190	1	99	FA-FA-S	845	Lure
216	1	60	Hit-Hit-V	9	Targ
27	1	44	Hit-FA-S	24	Targ
86	1	103	Hit-Hit-S	448	Targ
15	2	48	Miss-FA-S	123	Targ
153	1	34	FA-FA-V	679	Lure
147	1	66	FA-Hit-S	620	Lure
3	1	119	FA-FA-S	1019	Lure
152	2	35	CR-Hit-V	663	Lure
62	1	54	Hit-Hit-V	387	Targ
50	1	28	Hit-Hit-S	356	Targ
6	2	73	CR-Hit-S	1088	Lure
184	1	117	FA-Hit-V	835	Lure
12	1	77	Hit-Hit-V	11	Targ
143	2	72	CR-NR-NR	605	Lure
103	2	98	CR-Hit-S	496	Lure
82	1	89	Hit-FA-S	439	Targ
21	1	114	Hit-Hit-S	17	Targ
47	1	87	Hit-FA-V	344	Targ
85	2	110	Miss-FA-S	444	Targ
24	1	170	Hit-Hit-S	232	Targ
74	1	153	Hit-Hit-V	417	Targ
121	2	51	CR-Hit-V	541	Lure
102	1	97	FA-FA-S	494	Lure
2	2	61	CR-Hit-V	1004	Lure
167	1	12	FA-FA-S	732	Lure
71	1	184	Hit-Hit-V	408	Targ
41	2	13	Miss-FA-V	332	Targ
45	2	67	Miss-Hit-V	340	Targ
17	1	171	Hit-Hit-S	144	Targ
148	1	109	FA-FA-V	632	Lure
14	2	40	CR-FA-V	1227	Lure
139	1	120	FA-FA-S	591	Lure
67	1	21	Hit-Hit-V	393	Targ
55	1	22	Hit-Hit-V	369	Targ
60	1	4	Hit-FA-V	381	Targ
109	1	85	FA-FA-S	514	Lure
187	1	80	Hit-FA-V	83	Targ
141	1	104	FA-FA-S	596	Lure
178	2	88	Miss-Hit-S	81	Targ
22	1	153	Hit-Hit-S	20	Targ
188	1	45	FA-Hit-V	843	Lure
154	2	167	CR-FA-V	681	Lure
70	2	5	Miss-FA-S	406	Targ
39	1	63	Hit-FA-S	32	Targ
101	1	50	FA-FA-S	490	Lure
49	1	8	Hit-FA-S	352	Targ
53	1	163	Hit-Hit-S	364	Targ
172	2	16	CR-Hit-S	782	Lure
164	1	144	FA-FA-S	722	Lure
83	1	49	Hit-Hit-S	441	Targ
189	2	169	CR-FA-S	844	Lure
44	1	151	Hit-Hit-V	339	Targ
119	1	29	Hit-FA-S	53	Targ
77	2	30	Miss-FA-V	422	Targ
52	1	46	Hit-Hit-V	363	Targ
90	1	158	Hit-Hit-V	454	Targ
111	1	138	Hit-FA-S	51	Targ
38	1	166	Hit-FA-S	324	Targ
63	1	152	Hit-FA-S	388	Targ
113	1	128	FA-Hit-S	521	Lure
182	2	177	CR-Hit-S	833	Lure
199	1	3	FA-Hit-V	867	Lure
76	1	142	Hit-Hit-V	41	Targ
66	1	164	Hit-Hit-S	391	Targ
117	1	131	FA-FA-S	535	Lure
155	1	11	FA-FA-S	682	Lure
114	1	174	FA-FA-V	526	Lure
151	1	165	FA-NR-NR	661	Lure
168	1	26	FA-Hit-S	753	Lure
29	1	10	Hit-FA-V	293	Targ
108	2	27	CR-Hit-S	510	Lure
98	1	53	FA-FA-V	481	Lure
107	1	37	FA-FA-S	502	Lure
92	1	9	Hit-FA-S	458	Targ
79	1	107	Hit-Hit-S	42	Targ
35	1	149	Hit-FA-S	317	Targ
