Stimulus	KeyPress	RT	Behavior	Image	StimType
833b.jpg	1	2810	FA	833	Lure
458a.jpg	1	1664	Hit	458	Targ
1088b.jpg	2	1471	CR	1088	Lure
391a.jpg	2	907	Miss	391	Targ
352a.jpg	1	1907	Hit	352	Targ
490b.jpg	2	1137	CR	490	Lure
59a.jpg	1	2108	Hit	59	Targ
81a.jpg	2	1257	Miss	81	Targ
605b.jpg	1	1887	FA	605	Lure
620b.jpg	2	1737	CR	620	Lure
381a.jpg	1	1267	Hit	381	Targ
541b.jpg	2	1928	CR	541	Lure
679b.jpg	NR	0	NR	679	Lure
732b.jpg	1	916	FA	732	Lure
336a.jpg	1	2178	Hit	336	Targ
521b.jpg	2	1366	CR	521	Lure
849b.jpg	2	1606	CR	849	Lure
363a.jpg	1	2361	Hit	363	Targ
496b.jpg	2	2477	CR	496	Lure
32a.jpg	1	1740	Hit	32	Targ
526b.jpg	1	913	FA	526	Lure
417a.jpg	2	1296	Miss	417	Targ
41a.jpg	2	2418	Miss	41	Targ
15a.jpg	2	2481	Miss	15	Targ
810b.jpg	1	963	FA	810	Lure
632b.jpg	1	1525	FA	632	Lure
682b.jpg	1	1373	FA	682	Lure
24a.jpg	1	1126	Hit	24	Targ
663b.jpg	1	1005	FA	663	Lure
844b.jpg	2	866	CR	844	Lure
422a.jpg	1	1703	Hit	422	Targ
661b.jpg	1	2211	FA	661	Lure
753b.jpg	2	1095	CR	753	Lure
441a.jpg	2	993	Miss	441	Targ
17a.jpg	1	1923	Hit	17	Targ
692b.jpg	1	1389	FA	692	Lure
502b.jpg	1	2117	FA	502	Lure
856b.jpg	2	2304	CR	856	Lure
843b.jpg	2	1367	CR	843	Lure
527b.jpg	1	937	FA	527	Lure
845b.jpg	1	1174	FA	845	Lure
835b.jpg	2	2470	CR	835	Lure
339a.jpg	1	1694	Hit	339	Targ
830b.jpg	1	1046	FA	830	Lure
70a.jpg	2	1165	Miss	70	Targ
369a.jpg	1	1271	Hit	369	Targ
9a.jpg	1	1696	Hit	9	Targ
412a.jpg	1	1133	Hit	412	Targ
535b.jpg	1	1894	FA	535	Lure
293a.jpg	1	894	Hit	293	Targ
408a.jpg	1	1732	Hit	408	Targ
596b.jpg	2	1178	CR	596	Lure
494b.jpg	1	1849	FA	494	Lure
499b.jpg	2	2083	CR	499	Lure
1227b.jpg	1	1972	FA	1227	Lure
380a.jpg	1	1878	Hit	380	Targ
439a.jpg	2	2210	Miss	439	Targ
53a.jpg	1	1191	Hit	53	Targ
111a.jpg	1	1663	Hit	111	Targ
373a.jpg	1	883	Hit	373	Targ
324a.jpg	1	1572	Hit	324	Targ
344a.jpg	1	2016	Hit	344	Targ
144a.jpg	2	996	Miss	144	Targ
1004b.jpg	2	1232	CR	1004	Lure
1019b.jpg	1	1023	FA	1019	Lure
757b.jpg	2	1368	CR	757	Lure
20a.jpg	1	826	Hit	20	Targ
83a.jpg	1	1389	Hit	83	Targ
42a.jpg	1	1119	Hit	42	Targ
448a.jpg	2	1145	Miss	448	Targ
406a.jpg	1	1107	Hit	406	Targ
571b.jpg	2	953	CR	571	Lure
387a.jpg	2	1460	Miss	387	Targ
364a.jpg	1	967	Hit	364	Targ
475b.jpg	1	848	FA	475	Lure
444a.jpg	2	1536	Miss	444	Targ
838b.jpg	1	979	FA	838	Lure
388a.jpg	2	1044	Miss	388	Targ
722b.jpg	2	2076	CR	722	Lure
481b.jpg	2	2146	CR	481	Lure
332a.jpg	2	1926	Miss	332	Targ
232a.jpg	1	930	Hit	232	Targ
356a.jpg	1	983	Hit	356	Targ
393a.jpg	1	1175	Hit	393	Targ
514b.jpg	1	1493	FA	514	Lure
591b.jpg	2	1931	CR	591	Lure
123a.jpg	1	966	Hit	123	Targ
530b.jpg	2	1407	CR	530	Lure
51a.jpg	2	1776	Miss	51	Targ
454a.jpg	1	2191	Hit	454	Targ
340a.jpg	2	1656	Miss	340	Targ
68a.jpg	2	1991	Miss	68	Targ
11a.jpg	1	1019	Hit	11	Targ
482b.jpg	1	2104	FA	482	Lure
510b.jpg	2	920	CR	510	Lure
782b.jpg	2	1111	CR	782	Lure
317a.jpg	1	2241	Hit	317	Targ
681b.jpg	1	821	FA	681	Lure
867b.jpg	2	1652	CR	867	Lure
450a.jpg	1	2579	Hit	450	Targ
112a.jpg	1	2367	Hit	112	Targ
1031b.jpg	1	1293	FA	1031	Lure
54a.jpg	1	2124	Hit	54	Targ
375a.jpg	1	1116	Hit	375	Targ
548b.jpg	2	2056	CR	548	Lure
582b.jpg	2	1104	CR	582	Lure
474b.jpg	1	1828	FA	474	Lure
35a.jpg	1	1377	Hit	35	Targ
1000b.jpg	2	983	CR	1000	Lure
616b.jpg	2	1538	CR	616	Lure
853b.jpg	2	1267	CR	853	Lure
684b.jpg	2	1542	CR	684	Lure
23a.jpg	2	2529	Miss	23	Targ
467a.jpg	2	1548	Miss	467	Targ
786b.jpg	2	1011	CR	786	Lure
544b.jpg	1	938	FA	544	Lure
342a.jpg	2	1208	Miss	342	Targ
469a.jpg	NR	0	NR	469	Targ
431a.jpg	2	1391	Miss	431	Targ
55a.jpg	2	1102	Miss	55	Targ
38a.jpg	1	1721	Hit	38	Targ
488b.jpg	1	1490	FA	488	Lure
520b.jpg	2	1312	CR	520	Lure
396a.jpg	2	1746	Miss	396	Targ
390a.jpg	1	1092	Hit	390	Targ
814b.jpg	1	1138	FA	814	Lure
63a.jpg	1	714	Hit	63	Targ
177a.jpg	2	881	Miss	177	Targ
592b.jpg	1	961	FA	592	Lure
563b.jpg	1	865	FA	563	Lure
464a.jpg	2	1179	Miss	464	Targ
110a.jpg	2	1179	Miss	110	Targ
349a.jpg	2	1537	Miss	349	Targ
22a.jpg	1	893	Hit	22	Targ
797b.jpg	2	1223	CR	797	Lure
546b.jpg	1	1985	FA	546	Lure
401a.jpg	1	1350	Hit	401	Targ
117a.jpg	1	2245	Hit	117	Targ
606b.jpg	2	1885	CR	606	Lure
540b.jpg	1	2563	FA	540	Lure
576b.jpg	1	1267	FA	576	Lure
588b.jpg	2	1347	CR	588	Lure
306a.jpg	2	2138	Miss	306	Targ
851b.jpg	1	1269	FA	851	Lure
166a.jpg	2	1979	Miss	166	Targ
1056b.jpg	1	885	FA	1056	Lure
549b.jpg	2	1461	CR	549	Lure
565b.jpg	2	1357	CR	565	Lure
453a.jpg	1	724	Hit	453	Targ
545b.jpg	2	1997	CR	545	Lure
297a.jpg	2	1064	Miss	297	Targ
713b.jpg	1	2019	FA	713	Lure
386a.jpg	2	1437	Miss	386	Targ
550b.jpg	1	1681	FA	550	Lure
248a.jpg	1	1370	Hit	248	Targ
579b.jpg	1	1332	FA	579	Lure
