Stimulus	KeyPress	RT	Behavior	Conf	Image	VerySome
373b.jpg	1	2460	FA	4	373	V
453a.jpg	1	1590	Hit	1	453	V
412a.jpg	1	1489	Hit	1	412	V
439a.jpg	1	1696	Hit	1	439	V
315a.jpg	1	1462	Hit	1	315	V
592b.jpg	1	1769	FA	4	592	V
713a.jpg	4	2470	FA	4	713	V
35b.jpg	4	3617	Hit	1	35	V
319a.jpg	1	1963	Hit	1	319	V
546b.jpg	1	2431	FA	4	546	V
63b.jpg	4	2377	Hit	1	63	V
854b.jpg	2	3101	FA	3	854	S
388b.jpg	1	1136	FA	4	388	V
32b.jpg	1	2011	FA	4	32	V
474a.jpg	1	2118	Hit	1	474	V
1019b.jpg	2	3409	FA	3	1019	S
443a.jpg	2	2945	Hit	2	443	S
551b.jpg	4	1541	Hit	1	551	V
306a.jpg	1	2467	Hit	1	306	V
1148b.jpg	3	3279	Hit	2	1148	S
514a.jpg	3	2993	FA	3	514	S
834b.jpg	3	3188	Hit	2	834	S
464a.jpg	1	1711	Hit	1	464	V
844b.jpg	2	2288	FA	3	844	S
732a.jpg	NR	0	NR	NR	732	NR
112a.jpg	4	1882	FA	4	112	V
845b.jpg	2	2721	FA	3	845	S
22b.jpg	4	2078	Hit	1	22	V
860b.jpg	3	2318	Hit	2	860	S
378b.jpg	2	2416	FA	3	378	S
352b.jpg	1	3477	FA	4	352	V
340b.jpg	4	1905	Hit	1	340	V
427a.jpg	2	2840	Hit	2	427	S
123a.jpg	3	3387	FA	3	123	S
616b.jpg	3	2536	Hit	2	616	S
867b.jpg	3	3119	Hit	2	867	S
297a.jpg	1	2364	Hit	1	297	V
1056b.jpg	3	3127	Hit	2	1056	S
324a.jpg	2	4163	Hit	2	324	S
375b.jpg	4	1488	Hit	1	375	V
1088b.jpg	3	1553	Hit	2	1088	S
17b.jpg	4	3535	Hit	1	17	V
53b.jpg	4	2125	Hit	1	53	V
117a.jpg	3	2045	FA	3	117	S
441a.jpg	2	1122	Hit	2	441	S
20b.jpg	4	1568	Hit	1	20	V
51b.jpg	1	2378	FA	4	51	V
540a.jpg	3	2670	FA	3	540	S
488a.jpg	2	3529	Hit	2	488	S
520a.jpg	3	2594	FA	3	520	S
810a.jpg	3	1600	FA	3	810	S
364b.jpg	4	1859	Hit	1	364	V
550b.jpg	3	4434	Hit	2	550	S
549b.jpg	1	1513	FA	4	549	V
469a.jpg	3	1770	FA	3	469	S
582b.jpg	4	2417	Hit	1	582	V
681a.jpg	3	1983	FA	3	681	S
496a.jpg	3	3357	FA	3	496	S
548b.jpg	1	2932	FA	4	548	V
757a.jpg	3	2364	FA	3	757	S
41b.jpg	2	3709	FA	3	41	S
417a.jpg	1	1953	Hit	1	417	V
452a.jpg	1	2090	Hit	1	452	V
571b.jpg	3	1797	Hit	2	571	S
824a.jpg	1	1387	Hit	1	824	V
535a.jpg	3	1937	FA	3	535	S
521a.jpg	1	3217	Hit	1	521	V
339b.jpg	2	1799	FA	3	339	S
849b.jpg	1	3778	FA	4	849	V
764a.jpg	1	2354	Hit	1	764	V
144a.jpg	1	2106	Hit	1	144	V
861b.jpg	3	2876	Hit	2	861	S
363b.jpg	3	2106	Hit	2	363	S
59b.jpg	4	3117	Hit	1	59	V
61b.jpg	3	2839	Hit	2	61	S
518a.jpg	1	2248	Hit	1	518	V
843b.jpg	3	1484	Hit	2	843	S
29b.jpg	1	1382	FA	4	29	V
696a.jpg	1	2647	Hit	1	696	V
544a.jpg	3	3485	FA	3	544	S
786a.jpg	4	2051	FA	4	786	V
851b.jpg	1	2659	FA	4	851	V
847b.jpg	1	1514	FA	4	847	V
349b.jpg	4	1944	Hit	1	349	V
499a.jpg	1	2000	Hit	1	499	V
83a.jpg	1	1492	Hit	1	83	V
401a.jpg	2	2883	Hit	2	401	S
9b.jpg	3	3327	Hit	2	9	S
679b.jpg	1	2367	FA	4	679	V
248a.jpg	4	2672	FA	4	248	V
579b.jpg	2	1922	FA	3	579	S
596b.jpg	3	3857	Hit	2	596	S
588b.jpg	NR	0	NR	NR	588	NR
838b.jpg	3	2489	Hit	2	838	S
54b.jpg	4	2399	Hit	1	54	V
454a.jpg	1	2050	Hit	1	454	V
814a.jpg	3	3186	FA	3	814	S
692a.jpg	1	1098	Hit	1	692	V
1000b.jpg	2	3378	FA	3	1000	S
526a.jpg	3	1817	FA	3	526	S
722a.jpg	1	1735	Hit	1	722	V
