Stimulus	KeyPress	RT	Behavior	Image	StimType
22	1	115	Hit-Hit	20	Targ
50	2	112	Miss-FA	356	Targ
155	1	148	FA-Hit	682	Lure
151	1	120	FA-Hit	661	Lure
71	1	47	Hit-Hit	408	Targ
67	1	186	Hit-FA	393	Targ
164	1	74	FA-Hit	722	Lure
17	1	38	Hit-Hit	144	Targ
15	1	85	Hit-FA	123	Targ
29	1	27	Hit-Hit	293	Targ
181	1	149	FA-FA	830	Lure
47	1	33	Hit-Hit	344	Targ
60	1	29	Hit-Hit	381	Targ
169	2	83	CR-FA	757	Lure
196	1	80	FA-Hit	856	Lure
77	1	187	Hit-FA	422	Targ
188	1	60	FA-Hit	843	Lure
55	1	162	Hit-FA	369	Targ
43	1	4	Hit-NR	336	Targ
114	1	184	FA-FA	526	Lure
182	2	111	CR-Hit	833	Lure
87	1	121	Hit-Hit	450	Targ
72	1	82	Hit-FA	412	Targ
168	1	81	FA-Hit	753	Lure
104	2	91	CR-Hit	499	Lure
41	2	23	Miss-Hit	332	Targ
38	1	31	Hit-Hit	324	Targ
74	2	103	Miss-Hit	417	Targ
107	1	30	FA-Hit	502	Lure
24	1	84	Hit-FA	232	Targ
184	1	157	FA-FA	835	Lure
115	1	159	FA-FA	527	Lure
86	1	70	Hit-Hit	448	Targ
190	1	34	FA-FA	845	Lure
98	1	79	FA-FA	481	Lure
79	1	32	Hit-FA	42	Targ
111	1	125	Hit-Hit	51	Targ
121	1	170	FA-FA	541	Lure
101	1	15	FA-FA	490	Lure
66	1	165	Hit-Hit	391	Targ
82	2	118	Miss-FA	439	Targ
117	1	144	FA-FA	535	Lure
18	1	58	Hit-FA	15	Targ
189	1	40	FA-FA	844	Lure
2	2	124	CR-Hit	1004	Lure
147	2	108	CR-Hit	620	Lure
76	2	145	Miss-FA	41	Targ
49	1	11	Hit-Hit	352	Targ
27	1	99	Hit-FA	24	Targ
6	2	93	CR-Hit	1088	Lure
14	2	135	CR-FA	1227	Lure
143	1	43	FA-FA	605	Lure
45	1	131	Hit-Hit	340	Targ
186	1	26	FA-FA	838	Lure
133	1	68	FA-FA	571	Lure
97	1	5	FA-FA	475	Lure
12	2	98	Miss-FA	11	Targ
85	1	97	Hit-FA	444	Targ
59	1	35	Hit-Hit	380	Targ
83	1	160	Hit-FA	441	Targ
141	1	110	FA-FA	596	Lure
56	2	119	Miss-FA	373	Targ
63	2	87	Miss-FA	388	Targ
99	1	92	FA-Hit	482	Lure
44	2	69	Miss-FA	339	Targ
216	2	54	Miss-FA	9	Targ
153	1	153	FA-Hit	679	Lure
199	1	6	FA-FA	867	Lure
21	1	24	Hit-Hit	17	Targ
178	2	61	Miss-Hit	81	Targ
90	1	140	Hit-Hit	454	Targ
62	1	7	Hit-Hit	387	Targ
