Stimulus	KeyPress	RT	Behavior	Image	StimType
448a.jpg	NR	0	NR	448	Targ
17a.jpg	1	1693	Hit	17	Targ
59a.jpg	1	955	Hit	59	Targ
111a.jpg	1	800	Hit	111	Targ
843b.jpg	1	766	FA	843	Lure
510b.jpg	2	1758	CR	510	Lure
391a.jpg	1	939	Hit	391	Targ
32a.jpg	1	728	Hit	32	Targ
42a.jpg	1	820	Hit	42	Targ
679b.jpg	1	787	FA	679	Lure
417a.jpg	1	803	Hit	417	Targ
526b.jpg	1	1074	FA	526	Lure
352a.jpg	1	1390	Hit	352	Targ
439a.jpg	1	963	Hit	439	Targ
293a.jpg	1	890	Hit	293	Targ
514b.jpg	1	1480	FA	514	Lure
68a.jpg	1	682	Hit	68	Targ
494b.jpg	2	1659	CR	494	Lure
541b.jpg	1	1200	FA	541	Lure
682b.jpg	2	1882	CR	682	Lure
1227b.jpg	1	1222	FA	1227	Lure
381a.jpg	1	1115	Hit	381	Targ
332a.jpg	2	1494	Miss	332	Targ
844b.jpg	1	1119	FA	844	Lure
661b.jpg	1	870	FA	661	Lure
408a.jpg	1	814	Hit	408	Targ
53a.jpg	1	1430	Hit	53	Targ
373a.jpg	2	1441	Miss	373	Targ
782b.jpg	1	964	FA	782	Lure
605b.jpg	1	1023	FA	605	Lure
1019b.jpg	2	1556	CR	1019	Lure
830b.jpg	1	1684	FA	830	Lure
530b.jpg	2	1550	CR	530	Lure
441a.jpg	1	1680	Hit	441	Targ
845b.jpg	2	1200	CR	845	Lure
757b.jpg	2	1302	CR	757	Lure
336a.jpg	1	1499	Hit	336	Targ
15a.jpg	1	1065	Hit	15	Targ
753b.jpg	2	879	CR	753	Lure
232a.jpg	1	1060	Hit	232	Targ
81a.jpg	1	1404	Hit	81	Targ
856b.jpg	2	926	CR	856	Lure
810b.jpg	1	860	FA	810	Lure
324a.jpg	1	912	Hit	324	Targ
481b.jpg	1	894	FA	481	Lure
144a.jpg	1	804	Hit	144	Targ
450a.jpg	1	959	Hit	450	Targ
692b.jpg	1	1115	FA	692	Lure
123a.jpg	1	1246	Hit	123	Targ
838b.jpg	2	1269	CR	838	Lure
9a.jpg	1	885	Hit	9	Targ
499b.jpg	2	1243	CR	499	Lure
1088b.jpg	2	1452	CR	1088	Lure
369a.jpg	2	2145	Miss	369	Targ
475b.jpg	2	1502	CR	475	Lure
496b.jpg	2	1446	CR	496	Lure
339a.jpg	1	1084	Hit	339	Targ
527b.jpg	1	1150	FA	527	Lure
51a.jpg	2	1472	Miss	51	Targ
535b.jpg	1	904	FA	535	Lure
364a.jpg	1	2016	Hit	364	Targ
521b.jpg	1	1281	FA	521	Lure
490b.jpg	1	2023	FA	490	Lure
722b.jpg	1	1764	FA	722	Lure
388a.jpg	1	1480	Hit	388	Targ
591b.jpg	1	1769	FA	591	Lure
363a.jpg	2	1034	Miss	363	Targ
454a.jpg	2	1577	Miss	454	Targ
422a.jpg	1	1336	Hit	422	Targ
849b.jpg	2	978	CR	849	Lure
344a.jpg	2	932	Miss	344	Targ
663b.jpg	1	1280	FA	663	Lure
412a.jpg	1	898	Hit	412	Targ
20a.jpg	1	1161	Hit	20	Targ
833b.jpg	2	1543	CR	833	Lure
632b.jpg	1	1547	FA	632	Lure
24a.jpg	1	812	Hit	24	Targ
83a.jpg	1	1431	Hit	83	Targ
340a.jpg	1	735	Hit	340	Targ
406a.jpg	1	945	Hit	406	Targ
356a.jpg	1	1100	Hit	356	Targ
380a.jpg	2	1321	Miss	380	Targ
482b.jpg	1	1421	FA	482	Lure
458a.jpg	1	936	Hit	458	Targ
835b.jpg	2	1260	CR	835	Lure
444a.jpg	1	885	Hit	444	Targ
732b.jpg	1	1029	FA	732	Lure
596b.jpg	1	982	FA	596	Lure
387a.jpg	1	869	Hit	387	Targ
70a.jpg	1	1299	Hit	70	Targ
620b.jpg	1	750	FA	620	Lure
502b.jpg	1	1425	FA	502	Lure
393a.jpg	1	1216	Hit	393	Targ
317a.jpg	1	921	Hit	317	Targ
11a.jpg	2	1630	Miss	11	Targ
571b.jpg	2	1616	CR	571	Lure
681b.jpg	2	2070	CR	681	Lure
1004b.jpg	2	2063	CR	1004	Lure
41a.jpg	1	682	Hit	41	Targ
867b.jpg	1	1192	FA	867	Lure
616b.jpg	1	1995	FA	616	Lure
453a.jpg	1	930	Hit	453	Targ
696b.jpg	1	817	FA	696	Lure
452a.jpg	1	729	Hit	452	Targ
23a.jpg	1	1490	Hit	23	Targ
851b.jpg	1	903	FA	851	Lure
729b.jpg	1	588	FA	729	Lure
