Stimulus	KeyPress	RT	Behavior	Image	StimType
188	NR	1	NR-FA-V	843	Lure
35	2	67	Miss-FA-S	317	Targ
161	NR	1	NR-Hit-S	70	Targ
98	1	140	FA-FA-V	481	Lure
82	1	131	Hit-Hit-V	439	Targ
8	1	5	Hit-Hit-V	111	Targ
15	2	86	Miss-FA-S	123	Targ
153	2	104	CR-FA-V	679	Lure
172	2	25	CR-Hit-V	782	Lure
141	2	125	CR-Hit-V	596	Lure
184	2	82	CR-Hit-S	835	Lure
43	1	84	Hit-NR-NR	336	Targ
168	2	27	CR-NR-NR	753	Lure
39	1	88	Hit-FA-V	32	Targ
2	2	71	CR-Hit-S	1004	Lure
189	2	89	CR-FA-V	844	Lure
111	1	102	Hit-Hit-S	51	Targ
147	1	126	FA-Hit-V	620	Lure
24	1	70	Hit-Hit-S	232	Targ
178	2	6	Miss-Hit-S	81	Targ
148	2	37	CR-NR-NR	632	Lure
192	1	132	FA-Hit-S	849	Lure
158	1	30	FA-FA-V	692	Lure
67	1	10	Hit-NR-NR	393	Targ
6	1	37	FA-FA-V	1088	Lure
216	1	173	Hit-Hit-S	9	Targ
3	1	93	FA-Hit-S	1019	Lure
115	2	87	CR-FA-V	527	Lure
50	2	46	Miss-Hit-S	356	Targ
151	2	130	CR-NR-NR	661	Lure
85	1	110	Hit-FA-S	444	Targ
121	2	3	CR-FA-S	541	Lure
167	2	176	CR-Hit-V	732	Lure
87	2	119	Miss-NR-NR	450	Targ
79	1	128	Hit-Hit-V	42	Targ
72	2	19	Miss-Hit-S	412	Targ
186	2	60	CR-NR-NR	838	Lure
175	1	54	FA-FA-V	810	Lure
38	1	105	Hit-Hit-V	324	Targ
155	2	2	CR-NR-NR	682	Lure
49	1	62	Hit-Hit-S	352	Targ
59	2	45	Miss-FA-S	380	Targ
199	1	38	FA-FA-V	867	Lure
53	1	161	Hit-NR-NR	364	Targ
22	1	157	Hit-Hit-V	20	Targ
104	2	164	CR-FA-V	499	Lure
139	1	153	FA-Hit-S	591	Lure
90	1	68	Hit-FA-V	454	Targ
71	1	58	Hit-NR-NR	408	Targ
117	2	158	CR-FA-S	535	Lure
77	1	107	Hit-FA-S	422	Targ
66	1	75	Hit-Hit-S	391	Targ
102	2	18	CR-FA-V	494	Lure
70	2	31	Miss-NR-NR	406	Targ
101	2	115	CR-Hit-V	490	Lure
