Stimulus	KeyPress	RT	Behavior	Image	StimType
458a.jpg	1	1595	Hit	458	Targ
843b.jpg	2	1195	CR	843	Lure
830b.jpg	1	1356	FA	830	Lure
422a.jpg	1	675	Hit	422	Targ
9a.jpg	1	1526	Hit	9	Targ
1019b.jpg	1	1078	FA	1019	Lure
15a.jpg	1	1195	Hit	15	Targ
632b.jpg	1	910	FA	632	Lure
317a.jpg	1	1198	Hit	317	Targ
363a.jpg	1	1162	Hit	363	Targ
475b.jpg	2	1142	CR	475	Lure
849b.jpg	1	1237	FA	849	Lure
502b.jpg	2	1705	CR	502	Lure
835b.jpg	2	1668	CR	835	Lure
530b.jpg	1	1782	FA	530	Lure
448a.jpg	1	1187	Hit	448	Targ
867b.jpg	1	1082	FA	867	Lure
722b.jpg	1	1929	FA	722	Lure
51a.jpg	1	1573	Hit	51	Targ
679b.jpg	1	944	FA	679	Lure
732b.jpg	1	1621	FA	732	Lure
408a.jpg	1	992	Hit	408	Targ
391a.jpg	1	1066	Hit	391	Targ
844b.jpg	2	1802	CR	844	Lure
59a.jpg	1	1184	Hit	59	Targ
571b.jpg	1	1218	FA	571	Lure
838b.jpg	1	909	FA	838	Lure
20a.jpg	1	1329	Hit	20	Targ
663b.jpg	2	1804	CR	663	Lure
381a.jpg	2	1168	Miss	381	Targ
521b.jpg	1	1187	FA	521	Lure
454a.jpg	1	1092	Hit	454	Targ
373a.jpg	1	1108	Hit	373	Targ
444a.jpg	1	1886	Hit	444	Targ
412a.jpg	1	2148	Hit	412	Targ
53a.jpg	2	2202	Miss	53	Targ
757b.jpg	1	1978	FA	757	Lure
681b.jpg	1	753	FA	681	Lure
450a.jpg	1	1948	Hit	450	Targ
596b.jpg	2	2332	CR	596	Lure
324a.jpg	1	1059	Hit	324	Targ
514b.jpg	1	742	FA	514	Lure
380a.jpg	1	773	Hit	380	Targ
753b.jpg	2	1030	CR	753	Lure
332a.jpg	1	1197	Hit	332	Targ
393a.jpg	1	861	Hit	393	Targ
441a.jpg	1	762	Hit	441	Targ
364a.jpg	1	990	Hit	364	Targ
369a.jpg	1	1351	Hit	369	Targ
692b.jpg	1	1907	FA	692	Lure
68a.jpg	1	1165	Hit	68	Targ
541b.jpg	2	1877	CR	541	Lure
661b.jpg	1	1033	FA	661	Lure
123a.jpg	1	927	Hit	123	Targ
42a.jpg	1	915	Hit	42	Targ
83a.jpg	2	2815	Miss	83	Targ
1088b.jpg	2	1019	CR	1088	Lure
387a.jpg	2	1424	Miss	387	Targ
510b.jpg	2	1419	CR	510	Lure
388a.jpg	1	2108	Hit	388	Targ
481b.jpg	1	1050	FA	481	Lure
782b.jpg	1	1007	FA	782	Lure
144a.jpg	1	1510	Hit	144	Targ
620b.jpg	2	1926	CR	620	Lure
494b.jpg	1	1819	FA	494	Lure
856b.jpg	1	680	FA	856	Lure
526b.jpg	1	1035	FA	526	Lure
293a.jpg	1	917	Hit	293	Targ
605b.jpg	1	2029	FA	605	Lure
682b.jpg	1	869	FA	682	Lure
11a.jpg	1	981	Hit	11	Targ
499b.jpg	1	1484	FA	499	Lure
845b.jpg	1	1970	FA	845	Lure
496b.jpg	1	1915	FA	496	Lure
591b.jpg	2	1935	CR	591	Lure
111a.jpg	1	1064	Hit	111	Targ
1227b.jpg	1	1602	FA	1227	Lure
406a.jpg	1	932	Hit	406	Targ
1004b.jpg	1	1286	FA	1004	Lure
232a.jpg	1	1999	Hit	232	Targ
340a.jpg	1	974	Hit	340	Targ
490b.jpg	1	2257	FA	490	Lure
17a.jpg	1	761	Hit	17	Targ
482b.jpg	2	2714	CR	482	Lure
352a.jpg	1	1052	Hit	352	Targ
535b.jpg	2	2317	CR	535	Lure
81a.jpg	2	1437	Miss	81	Targ
439a.jpg	1	1126	Hit	439	Targ
41a.jpg	1	1196	Hit	41	Targ
527b.jpg	1	1642	FA	527	Lure
356a.jpg	1	1195	Hit	356	Targ
32a.jpg	2	1851	Miss	32	Targ
417a.jpg	1	1324	Hit	417	Targ
810b.jpg	1	1345	FA	810	Lure
336a.jpg	1	1024	Hit	336	Targ
70a.jpg	1	675	Hit	70	Targ
344a.jpg	1	1282	Hit	344	Targ
833b.jpg	2	2308	CR	833	Lure
24a.jpg	1	1291	Hit	24	Targ
339a.jpg	1	851	Hit	339	Targ
110a.jpg	2	1433	Miss	110	Targ
546b.jpg	1	1714	FA	546	Lure
63a.jpg	1	645	Hit	63	Targ
396a.jpg	1	1731	Hit	396	Targ
1148b.jpg	1	977	FA	1148	Lure
177a.jpg	1	1213	Hit	177	Targ
700b.jpg	2	2765	CR	700	Lure
592b.jpg	1	813	FA	592	Lure
401a.jpg	1	1714	Hit	401	Targ
696b.jpg	1	750	FA	696	Lure
452a.jpg	1	1134	Hit	452	Targ
427a.jpg	1	750	Hit	427	Targ
582b.jpg	2	2364	CR	582	Lure
729b.jpg	1	973	FA	729	Lure
124a.jpg	1	1334	Hit	124	Targ
457a.jpg	1	1840	Hit	457	Targ
684b.jpg	2	1656	CR	684	Lure
61a.jpg	1	815	Hit	61	Targ
375a.jpg	1	1280	Hit	375	Targ
390a.jpg	1	1220	Hit	390	Targ
563b.jpg	1	1312	FA	563	Lure
847b.jpg	2	1693	CR	847	Lure
589b.jpg	2	1699	CR	589	Lure
1000b.jpg	2	2024	CR	1000	Lure
616b.jpg	1	954	FA	616	Lure
550b.jpg	1	1243	FA	550	Lure
786b.jpg	1	938	FA	786	Lure
518b.jpg	1	1031	FA	518	Lure
654b.jpg	1	705	FA	654	Lure
827b.jpg	2	2218	CR	827	Lure
851b.jpg	2	1115	CR	851	Lure
1056b.jpg	2	2133	CR	1056	Lure
117a.jpg	2	2177	Miss	117	Targ
539b.jpg	2	875	CR	539	Lure
413a.jpg	1	1393	Hit	413	Targ
824b.jpg	1	924	FA	824	Lure
366a.jpg	1	965	Hit	366	Targ
501b.jpg	1	2062	FA	501	Lure
860b.jpg	1	1426	FA	860	Lure
775b.jpg	1	1266	FA	775	Lure
248a.jpg	2	2272	Miss	248	Targ
22a.jpg	1	879	Hit	22	Targ
540b.jpg	1	904	FA	540	Lure
837b.jpg	1	1500	FA	837	Lure
23a.jpg	NR	0	NR	23	Targ
297a.jpg	1	1226	Hit	297	Targ
854b.jpg	1	903	FA	854	Lure
418a.jpg	1	969	Hit	418	Targ
588b.jpg	2	2248	CR	588	Lure
29a.jpg	1	2221	Hit	29	Targ
814b.jpg	1	1015	FA	814	Lure
549b.jpg	1	1874	FA	549	Lure
551b.jpg	1	1707	FA	551	Lure
710b.jpg	1	774	FA	710	Lure
54a.jpg	2	2357	Miss	54	Targ
121a.jpg	1	1700	Hit	121	Targ
467a.jpg	1	670	Hit	467	Targ
55a.jpg	1	847	Hit	55	Targ
112a.jpg	1	728	Hit	112	Targ
520b.jpg	1	1038	FA	520	Lure
35a.jpg	1	1488	Hit	35	Targ
488b.jpg	1	1530	FA	488	Lure
349a.jpg	1	1265	Hit	349	Targ
861b.jpg	1	1392	FA	861	Lure
1031b.jpg	1	886	FA	1031	Lure
725b.jpg	1	1144	FA	725	Lure
306a.jpg	1	1298	Hit	306	Targ
544b.jpg	1	1923	FA	544	Lure
764b.jpg	1	960	FA	764	Lure
31a.jpg	1	925	Hit	31	Targ
606b.jpg	1	1454	FA	606	Lure
386a.jpg	2	1542	Miss	386	Targ
437a.jpg	1	2203	Hit	437	Targ
315a.jpg	1	699	Hit	315	Targ
834b.jpg	1	1275	FA	834	Lure
49a.jpg	1	1833	Hit	49	Targ
30a.jpg	1	568	Hit	30	Targ
443a.jpg	2	1657	Miss	443	Targ
342a.jpg	2	1431	Miss	342	Targ
334a.jpg	1	952	Hit	334	Targ
38a.jpg	1	1154	Hit	38	Targ
797b.jpg	2	1335	CR	797	Lure
469a.jpg	2	1324	Miss	469	Targ
431a.jpg	1	913	Hit	431	Targ
576b.jpg	1	644	FA	576	Lure
853b.jpg	1	1848	FA	853	Lure
464a.jpg	2	1595	Miss	464	Targ
319a.jpg	1	1028	Hit	319	Targ
545b.jpg	1	1230	FA	545	Lure
292a.jpg	1	1351	Hit	292	Targ
331a.jpg	1	1276	Hit	331	Targ
474b.jpg	1	895	FA	474	Lure
453a.jpg	1	1354	Hit	453	Targ
713b.jpg	1	750	FA	713	Lure
565b.jpg	1	1708	FA	565	Lure
579b.jpg	1	2777	FA	579	Lure
812b.jpg	1	1943	FA	812	Lure
378a.jpg	1	733	Hit	378	Targ
548b.jpg	1	613	FA	548	Lure
166a.jpg	1	1125	Hit	166	Targ
